skills,education,ID,Category
Excel,"Polar Expeditions
 
Company Name, Greenland Crossing, PhotoShop, Leo Software, Drafted, T.V., Photography & Fiction Writing
 
, the Illinois Department of Public Health, Assistant
 
Company Name, CFO, Executive VP/Principal, Digital, MapPoint, the Jewish Community Centers, PowerPoint, Public Relations Associate
 
Company Name, Outlook, PowerPoint, Word, Image Coordinator
 
Company Name, Public Health, GPA, Photoshop, Designer
 
Company Name, InDesign, State, Desktop Publishing Software, LeoSoftware",10926726,PUBLIC-RELATIONS
"CRM, Copywriting
Direct","Project Management, GrandProtect, the United States Patent and Trademark Office, API, VP Marketing & Communications, Driver Safety Program, Insurance Marketing Communications Association, AIS, Social Media Marketing Management - Researched, New Product Development Management, SEO, Associate of Personal Insurance, the National
Safety Council, United States Department of Transportation, VP MARKETING & COMMUNICATIONS, National Award of Merit, Safety Program, Communication
 
University of Pittsburgh
 
, Peer Review, Account Executive, U.S. Coast Guard, Business
 
University of Pittsburgh
 
, Recruit, MetLife Auto & Home",11160414,PUBLIC-RELATIONS
"List
Fall 2010, Single Article","12/2012
 
Company Name
 
City
 
, Elon University's, Elon University
 
City
 
, Capstone in Communications, Advertising in, Health/Human Performance, Corporate Publishing, the International Sociology Honor Society, National Communications Association, Public Relations Student Society of America, Mill Point, Skills
Adobe Photoshop, List Fall 2012, 08/2013
 
Company Name
 
City
 
, Student
Government Association, Department of Health/Human Performance, Media Writing, Current
 
Company Name
 
City
 
, Health Communications, Highlights
Adobe Photoshop, Digital, Microsoft Office, Elon, National Communications
Association, 08/2011
 
Company Name
 
City
 
, Tasmania, 09/2014
 
Company Name
 
City
 
, House, Susquehanna Life Magazine, National Social Science Honor Society, Participants' Association's, VPP Participants' Association, Created, GPA, Volunteer
 
09/2012
 
, Public Relations & Civic Responsibility, Communication Research, InDesign, Elon University's Student Government Association, Elon University Health and Human Performance, State, VPP",11624880,PUBLIC-RELATIONS
"â€​, American Gangster, â€​ â€œJungle Book II","Vimeo, Tumblr, American Gladiators, Disney, VOD, Warner Brothers, Universal Studios, Sundance TV, MARKETING & COMMUNICATIONS, Project Planning & Execution
Business Development Support
Customer Service
Leadership
Sales
Core, ESPN, Instagram, CNBC, Marketing & Public Relations 
Company Name, 04/2016
Marketing & Communications Executive
 
Company Name, the History
Channel, Apple TV ESPN, State
 
Credentials
Content, YouTube",11635137,PUBLIC-RELATIONS
"Escort, Corner Bar, Classic, 05/2016
 
Adhere, 05/2000
 
","Bartender - Byron, Bartender - AT& T Byron Nelson Golf Invitational, Public Relations, Bartender - American Family Insurance Golf Championship / June, Bartender
 
, Cashier, Speeches
Exhibitions, FOOD HANDLER
 
, State
 
Cosmetology
 
, State
 
Marketing & Public Relations, Press
Closing,, TABC, Safety
Documentation, Press, Personal Characteristics, Bartender - Houston Open Golf Tournament /, Bartender - St. Jude Golf Tournament /, the Bar Requisition Sheet, Career Academy Inc
 
- 
City
 
, Club, Public Relations & Marketing Consultant
 
, Bartender - St., Supervision
Functional, Prepare, PGA, TX, Current
 
Company Name
 
, Food Handler Certified Special Event
Bartender/Cocktail Server, Highlights
Accounting, Health Department, Customer Service, 05/2018
 
Company Name, Radio
Direct, WI, TX Drivers
Food Handler
TABC, Quality
Customer Service, Organizational, TN, State, Public Relations
Clients",11842274,PUBLIC-RELATIONS
"Career Highlights: Responsible, The Children's Place, Excel","Public Relations, The Children's Place, Educate, Berkeley College
 
Marketing
Languages
Native, Public Relations and, ANN Inc., Digital Social Media, Project Pro; Cision, PowerPoint, Implemented Social Media, Highlights
MS Office, Fashion, Public Relations & Social, Google Analytics, Scripted, VMU, Created, MS Office Suite, Social Media Management",11850315,PUBLIC-RELATIONS
"Fortune 500, Cold","Anti Money Laundering (AML, Venezuela
 
Business
Administration Management
Financial Engineering Certificate
Languages
Spanish, Know Your Client, KYC, Business Development, Citibank, Highlights
Energetic, General Motors Venezolana, â€œ
 Emergent Talent Program
 â€​, Credit, Client, Business Administration Management
 
City
 
, Correspondent Bank",11902276,PUBLIC-RELATIONS
"Centene, Centene MARCOM, Centene Health, Implementation","Public Relations, Red Cross, SNF, Customer Relations, Specialty Companies, State
 
Registered Nurse
 
, Budget Oversight and Compliance, Media Planning,, Research Management, American Red Cross, Social Media Planning, Rotary International, Initiate Quality Improvements
Professional Experience, Skills
Marketing, Public Relations, Business Development, Solutions, CENTENE, NH Marketing, Operations, Healthcare, Documentation, MA
Accreditation, Sales Organization, Securities, Clients, Liaison, Marketing Department, Promotional Products Management Resourceful, Affiliations
Press Association, Printing, Product Management, Marcom, 01/2003
Company Name, LifeShare, Business Networking International, Marketing, Budget, Business Plan,, NH Press Association, State
 
Administrator
 
PROFESSIONAL Managed, Customer Service, Budgets, Exchange, Educational Programs, Health And Wellness, Easter Seals NH
Education
TEMPLE UNIVERSITY, Design and Printing Oversight: Design, Community Relations Expertise, Journalism
 
BA TEMPLE UNIVERSITY, Organizational Management Nashua, Community Relations, Conflict Management, Crisis
Management, NH, Public Relations and Publications
 
Directed, B2b, State, Crisis Management",12191094,PUBLIC-RELATIONS
"03/2015
 
","QVC, 08/2012
 
Company Name, California State University, Skills
Administrative, 03/2015
 
Company Name, Budget
Business, State
 
Identified, State, Drunk Elephant, State
 
Dynamic, Professional Summary
Skills
Administrative
Administrative, Fashion
Inventory
Logistics
Managing
Marketing
Meetings
Office
Negotiating",12237267,PUBLIC-RELATIONS
,"Chateau Nightclub, Skills
Account Management
Proficient, North American Hairstyling Awards, State
 
Marketing, Public Relations, WordPress, Communication and Journalism
 
2014
 
University of Nevada
 
, Vocus and Cision
Account Coordinator, Vocus, TVEyes, ABC Nightline, Beauty
Collection, ECRY NY, FOX & Friends, AOL, NY Streets, Current
 
Company Name, Daily Finance
Social",12545844,PUBLIC-RELATIONS
Excel,"Professional Summary
Highly, Current
Office of State, Intern
 
Company Name, Microsoft Word, Austin
 
Public Relations
Bachelor of Journalism
 
: 
Broadcast
 
University of Texas
 
ï¼​, Media",12567516,PUBLIC-RELATIONS
"Aegis Award, Chattanooga","Public Relations, Sports & Feature Writer
Offered, Writer
Additional Information
Award Highlights With U.S. Xpress Earned 2000, Press, Free Press and Times, Southern Tennis Association Championships, Critics Board of Traffic World, Sports/Feature Writer & Project Development Specialist
 
, the Tennessee Sports Writer's Association, Core Competencies Project, the Chattanooga Free Press, CMS, Best Overall Public Relations Campaign, Driven To Success, NCAA, GPA, Infoline, Project Development Specialist
Responsible, 06/1998
 
Company Name, Crisis Communications, Georgia Tech",12920612,PUBLIC-RELATIONS
"Qualifications and Relevant Experience Demonstrated, Excel","WordPress, Fifth District Federal Reserve Bank, Federal Reserve, Media Relations Database, Adobe Photoshop, national business magazine, SPECIALIST, Maintained Summit, Audit & Executive, AP, Microsoft Office, Fifth District Federal Reserve Bank's, Bank, Crisis Communications, SCALA, Facilitated Fifth District Federal Reserve Bank's, Reserve Bank's, Crisis Management Process
Created, Microsoft Office Suite, Professional Summary
Communications, Facilitate, Created, Crisis Communications Survey, Media, Federal Reserve System",13129275,PUBLIC-RELATIONS
Excel,"State
Data Visualization and Demographics, Jobvite, Nielsen
PrimeLocation --- Market Structure and Segmentation Software, Bachelor, Data Visualization, Geoscape - Market Intelligence Software, Cision Media Services, Professional Summary
Dear Cristina, Holiday
Party, Microsoft Office/Word, Personal Information, Legal, Consulting, Consulting Therapist, Microsoft Office, TargetPro, PowerPoint, Comcast, Customer Marketing Coordinator, SLA, MapMarker - Predcitive Analytics Software, France
 
Psychology
Sociology and, BRAND STRATEGY
 
Company Name, the Autism
Treatment Center of America, Finance",13727873,PUBLIC-RELATIONS
"UiTM Kedah Netball Open 2008, Participate","State
Address:Â Level, DiPAC) Commitee of Team Building Programme, Sukan Inter Program, Pertandingan & Pameran, Emerald Puteri Hotle, Sukan, UiTM Perak, Jul 2015
 
Company Name, Symphony House Pusat Dagangan, Jun 2013
 
Company Name, UiTM Malaysia, Pusat Computer RC, Commitee of Melati Computer Club, Selangor Darul, Kompleks Sukan & Stadium MiniUiTM Kedah, Seni Lukis, Power Point, Excel,, SYMPHONY, UiTM, State
Address, Ping Pong Club, Current
 
Company Name, SPSS, Faculty of Adminstrative Science & Policy, Power Point, Microsoft Office, Persatuan Bola, MS POWER POINT 2000, Public Administration Club, MS Words, Mar 2012
 
Company Name, MS EXCEL 2000, Interpersonal Skills
Experience
Assistant Company, State
 
Address, Universiti, Managing, Access, Excel, Highlights
Microsoft Office - MS Words",13915715,PUBLIC-RELATIONS
"Culture
Key, Dreamweaver
Core Accomplishments
Public Relations and Event Management: Initiated","Social Media, International Business Management, Vista Hospitality, Tourist
Development Council, Dreamweaver, Palm Beach Atlantic University, Professional Experience
Company Name, Governors Conference on Tourism, Conversational, VisitFlorida, Palm Beach Film Society, MS Office, Coordinated, International Relations
Project management Market, Jet Aviation, Represented the Museum, Company Name
 
Current
 
, Represented, Current
 
Independent Public Relations Consultant
 
City
 
, Skills
MS Office, VIP, Customer, PR Sub-Committees Chair, Organizational Management
 
Organizational Management
West
 
Marketing, Public Relations, the Palm Beach County Attractions Association, HTML",14009087,PUBLIC-RELATIONS
"Beauty PR Intern - NYC, The Makeup Show, Hair Room Service, The Makeup Show NYC, The Makeup
Show NYC, The Makeup Show","Social Media, Libertine
Event, Texas Creative Advertising, KissMetrics, Google Analytics
Design, Digital Marketing Intern
 
Company Name, The McCombs School of Business, Completed Business Foundations Certificate, Glamour Magazine, NYFW, The Stan Richards School of Advertising and Public Relations
VP, Obsessive Compulsive Cosmetics', Milly, Digital Marketing, InDesign, Illustrator,, Inglot Cosmetics, Adobe, Freelance)
 
Company Name, Beauty Public Relations Intern
 
Company Name, TX, Google, The University of Texas, Refinery29, W Magazine, Google Analytics and Kissmetrics, FashionGPS, Cision, Ebony Magazine, Allure Magazine, Lifestyle PR Intern - Austin, Essence Magazine, Google Analytics, UT Austin Public Relations Student Society of America, La Femme New York, State
Student, The PR Boutique, HootSuite, SEM",14128006,PUBLIC-RELATIONS
"Bookkeeping, Book, Global War on Terrorism 
Operation Iraq Freedom 
Reading 
Analyzing, Statements of Work","Core Qualifications
Operations, NIU, National Interdiction Unit, Navy, MOI, Operations, Defense Reutilization, PAE, Saved U.S Government, Afghanistan Logistics Officers, SIU, the Department of Defense, Village
Stabilization Operations, United States Army, Herat, Sensitive Investigative Unit, the Ministry of Interior's, Coordinated, the Afghanistan National Police, Logistics Policy, the Combined Joint Task Force Horn of Africa, the United States Navy, Bookkeeping, Accounting, Playing Soccer Army Achievement Medal, Moderate Risk Public Trust
, Company Name
Mentored, Microbiology
 
University of Nigeria
 
Nigeria
 
Microbiology
Interests
Global War on, Program, Warehouse, Sustainment, Property Book, Logistics Plans, Marketing Office, Strategist, FederalGovernment, Inventoryand Management",14278888,PUBLIC-RELATIONS
"VisiFlow, Excel","Supervisor Desktop, the Medical Center's, the Admissions Processing Center, State
 
Admissions Processing Clerk
Collected, MS Word,, State
 
Public Relations & Development, State
 
Admissions Processing, XtenderSolutions, Cisco Supervisor Desktop, Nicholas DeRobertis Foundation, PowerPoint, State
 
Bachelor of Science
 
: 
Corporate Communications
 
Corporate Communications, the Health Fund and Medical Center, Nursing Home, State
 
Senior Admissions Processing Clerk
Trained, Mercy College
 
City
 
, the Public Relations and Development Office, the Senior Admission Processing Clerk, State, Human Resources/Public Relations and Development",14364597,PUBLIC-RELATIONS
,"Toronto Venture Fair, Humanities
 
, ATV Fund VII, State, Professional Development Team, AccordSQA, Multi Task Abilities
Proven Sales Success, PoundHounds, Bacon, Centro de Lenguas Modernas, ATV, Factiva
Desktop Publishing Software, CenterWatch, Washington Post, VentureOne, WiFiMed, Salesforce.com
Public Relations Software, Global Insight's, the Wall Street Journal, GatherWorks, Microsoft Office, VentureWire, MIT Enterprise Forum, Illustrator, SmartScript, PharmaVoice, New Business Team, Partner PR, SD Times, GPA, Photoshop, AccuRev, Veritas Medicine, the Boston Business Journal, Syndication Factory, HTML",14536764,PUBLIC-RELATIONS
,"Professional Summary
Dedicated Public Relations Specialist, 06/2017
 
Company Name, Video Game Design
 
Southern New Hampshire University, Communicated, Intermediate Python Coder/Data, State
  Certifications
Computer Science Certificate, Criminal Justice
 
Bronx Community College, State
 
Identifying, State, Public Relations Coordinator
 
, State
 
Strengthened, State
 
Introduced, Media, Current
 
Company Name",14611516,PUBLIC-RELATIONS
,"Anywhere Additional Information 
Won, Microsoft, Microsoft Office, Coding, Southern University
 
City
 
, Additional Information
Majorette, Microsoft Excel, 06/2012
 
Company Name
 
City
 
, QuickBooks, MS Office Suite, Anywhere Additional Information
Won, Current
 
Company Name
 
City
 
, Public Relations
 
08/2011
 
, Front, Skills
Spreadsheet, 05/2017
 
Company Name
 
City
 
, Medical Billing, 08/2010
 
Company Name
 
City
 
",14667659,PUBLIC-RELATIONS
"Family, Selected, Excel, Photoshop","Corporate Communications, Congress of United States, Operating System Office, Articulate, Leadership, Mac, 01/2012
Public Relations Officer
 
Company Name, Event Planning, Social Responsibility, the Coalition of Homeless People of Puerto Rico Launched, Communication's Student Organization of the Catholic University, Business Administration (Marketing, Radio Communication
 
Pontifical Catholic University, Vista
Additional Information
PROFESIONAL ORGANIZATIONS President, State
Manage, Market Analysis 
Marketing Communications
Leadership 
Customer, Pontifical Catholic University, Prepare, District Office of Puerto Rico, BBA, Market Analysis, Coordinated Academic Conferences, Power Point, Social Media Marketing 
Media Strategy
Business Planning 
Strong, Coordinated, Puerto Rico
 
Business Administration (Marketing, PowerPoint, Media Monitoring (, Customer Service, Journalist
 
Company Name, Numbers, Communication Officer
 
Company Name, Business Development, Business Planning, Catholic News TV
Education, Microsoft Word, Professional Summary
Entrepreneurial Marketing, Organization, Stakeholder, Media, Press, Project Management, Publicity",14910300,PUBLIC-RELATIONS
,"Northwest Florida Association, the Board of Directors, Coordinator of Community Relations
 
Feb 1994
 
, Board of Directors
Co-Chair of Public Relations Committee
Serve on Finance Committee, Poverty Project, Board, the Early Learning Coalition, Southern Early Childhood Association, Santa Rosa Community Alliance, Pensacola State College, Associate of Arts
 
, Getting Ahead, the Education of Young Children
 , Adult Services, the Robert Wood Johnson Foundation, Early Learning Coalition Working, Supervised Program Development Specialist, Association of Early Learning Coalitions, University of Southern Mississippi
 
- 
City
 
, Pensacola State College
 , Liberal Arts
 
, Publix Supermarket Charities, Current
 
Company Name, Social and Rehabilitation Services, Planned, Microsoft Office, Clarke College, the Institute of Museum and Library Services, Professional Summary
Non-Profit Executive, USA Graduated, Early Learning Coalitions, the Mississippi Crafts Festival, the Executive Committee, Program Development Specialist
 
Jul, Communities, the State Division of Aging and, NAEYC, Early Childhood Advisory Board",14966165,PUBLIC-RELATIONS
,"Account Executive
 
Company Name, Microsoft, Microsoft Office, B.A
 
University of Oregon
 
ï¼​, Volvo, the School of Journalism and Communications
Skills, Youth Challenge Program, Oregon Society of Physician Assistants, Oregon National Guard
, Walmart, State, Safeway",15917885,PUBLIC-RELATIONS
"Coursework in Administrative Technology 
Skills, Excel","Technology Management, Answer, COD, 02/2011
 
Company Name
 
City
 
, 05/2010
 
Company Name
 
City
 
, Student
 
01/2010
 
, Delivery
Managers, Microsoft Office, State
 
Technology Management
Administrative and Information Management, FORD COMMUNITY COLLEGE, Office Skills, Delivery, PowerPoint, Office Administration, State
Office Administration, Prepare, State
Directed",16103783,PUBLIC-RELATIONS
"Fortune 500, The Today Show, Olympic Gold Medal Gymnast, The Tonight Show with, a Gold Award for the ""Best Press Kit, a Tasting Event","Time, sports & entertainment, Public Relations, Medical College of Ohio, Environmental Health Perspectives Financial Capital Bank, Microsoft, Administration Business, Marketing
 
Central Michigan University, OPEC, Public Relations & Agency, Agency, State
 
Administration Business, ConocoPhillips, Boeing, People, Sports Illustrated, Newsweek, Michigan Economic Areas of Expertise
Marketing Communications Strategy Corporate Communications Brand Development & Auditing Brand Message & Image Development, Sports Illustrated's, Publicist & Director of Marketing
 
Jan 1996, National &
Global PR Publicist & Company Spokesperson Press Conferences & Media Tours, Forbes, Future Capitals World Summit & Expo, Journalism & Public Relations, Broadcasting
 
Journalism & Public Relations, Develop, the Wall Street Journal, Current
 
Company Name, Media Training & Development Collateral Writing &
Development Website Content Social Media Strategy & Content
Core Accomplishments
Directed, American Institute of Healthcare & Fitness, Fifth Third Bank Government, Travel, WSIE, Ford
Field, RFP, the World Summit on Innovation & Entrepreneurship, Tourism Environmental Health Perspectives, Cultural Marketing Special Events & Launches Project & Team Management Idea Generation Public Relations Campaigns Regional, Middle East & North Africa, The US-Arab Economic Forum's, HP, Brand, Professional Affiliations
National Association of Women Business Owners Public Relations Society of America Adcraft Club Michigan Festivals & Events Association
International Festivals & Events Association, the
International Festivals and Events Association, NBC, the International Freedom Festival & Fireworks, ExxonMobile",16226743,PUBLIC-RELATIONS
,"Women's & Gender Studies
 
, Johnson & Johnson, Financial Advisors, 05/2020
 
Company Name, Current
 
Company Name
 
Organically, 05/2016
 
Institute for Women's Leadership
 
- 
City
 
, the Women in Finance Internship, Media Studies
 
, Microsoft Office, 06/2016, 10/2018
 
Company Name, 04/2016, Stories, Skills
Social Media Strategy Digital Marketing Content Development
Copywriting Photo Editing Microsoft Office, Content Development, Research, 05/2018
 
Rutgers University, Microsoft Office Suite, State
 
Created, 12/2015
 
Company Name, State, Finance, Instagram, Advisor",16620172,PUBLIC-RELATIONS
AS400,"PACS Administrator, CPSI, KRONOS, SECURITY, ICS, IMAP4, the ICS Department, Philips
iSite, SQL, EXCELLENT MULTITASKER, Sectra, ImageLink, DOCUMENTATION, POWERPOINT, ICS (Information and Communication Services, E-Film, DATA CENTER, Community Health Systems, MS Office, State
 
Company Name
 
/
 
Aug, State
 
Company Name
 
/
 
, HMS, Financial, Administration, OrthoView, Siemens, FrontPage, MS SQL Server, GE Centricity, Adobe Photoshop, Philips, ClientWare, Nursing, South Baldwin Regional Medical Center, Nevada Department of Transportation, Success, DREAMWEAVER, MS OFFICE, Electronic Medical Record, BACKBONE, CHS, Information Systems PACS Administrator/IS Systems, SIEMENS, Non-CPSI - McKesson PACS, SQL SERVER 2000, WORDPERFECT, Financial, Administration,, RADIOLOGY, UNIX, DIRECT MAIL, CT, GE, Radiologist, CHS Corporate, Kodak, PAGEMAKER, PROBLEM-SOLVING, NETWORKING, the Federal Highway Administration, Programming, PowerPoint, TECHNOLOGY MANAGEMENT, Toshiba, WordPerfect, Hardware/Software Support, ImageLink PACS
 
City
 
, PROJECT MANAGEMENT, State
 
Company Name
 
/
 
Jun, Project Management, Arizona Department, Dreamweaver, PACS, the ICS
Department, Implementation Project, INFORMATION SYSTEMS PACS ADMINISTRATOR/IS SYSTEMS, MS SQL SERVER 2000, INTEGRATOR, GE Centricity - Current, PageMaker",18133495,PUBLIC-RELATIONS
,"Microsoft Outlook, WordPress, Current
Public Relations & Marketing Manager
 
Company Name, INTERESTS Running, BlackArrow, Marketing Management, Adobe Photoshop, Microsoft PowerPoint, Giselle Ayala's, Nitevibe, Microsoft Excel, OnMedia, De Anza College, Marketing Management Certificate
, SF Gate, Salesforce, Resident Advisor, SF Station, GoFundMe.com, Adobe Illustrator, Interactive Media Council, Microsoft Word, MailChimp",18436190,PUBLIC-RELATIONS
"The University of South Dakota, Graduate
Career Consortium, the Cancer Biology Training Consortium, The Future of Science in the United States, Conflict Management, Society for the Study of Reproduction Annual Meeting, Photoshop, Group on Graduate Research, Education, The Morningsider, Core Accomplishments
Managing Editor, What Do You Need from Your Mentoring Relationships, Career and Research Symposium, Ph.D., Chair, NPA Board of Directors, Omaha: Bellevue University Johnson Phillips, Cedars-Sinai Medical Center, Joint Annual Meeting, The Advantages and Challenges of at Small, Private Colleges (Master's","PFF, HRD, Postdoctoral Trends, Postdocs & Title IX, NSF, University of Florida, Integrity of the Research Process, Scientific Sessions, the National Science Foundation, City University of New York (, Panelist,, Division of Human Resource Development, International Consortium of Research, Quota International, Print Advertising, National
Science Foundation, National
Postdoctoral Association, Foster Research Integrity, Directorate for Education and Human Resource's, Payroll, Conflict Management, NPA, the Division of Graduate Education, Media Relations, the White House Office of Science and Technology Policy, National Academies Committee on Research Universities Reception, National Science Foundation, International Consortium of Research Staff Associations, Ar, Biomedical, Postdoc, National Academies Committee on Women in Science, Engineering, The Postdoctoral Experience, the Board of Directors, National Institutes of
Health, Project, Oregon State University, Morningside College Press
Keynote Speaker, Postdoctoral Training, American Society for Nutrition, the Morningside College Interdepartmental Honors Program, Foothills Child Advocacy Center: Helping Child Victims, Postdoctorate Learning and Development, UTEP, Quota, Spring Gathering Luncheon, Receptionist, Board Retreat, Advisory Committee, Zoe, Economic Sciences, the Howard University/University of Texas, JAM, the Washington Post, First Presbyterian Church, the National Science Foundation
Division of Science Resources Statistics, Print Campaign, Public Relations, Morningside College Leadership Academy, Using Data to Inform Policy Recommendations, Expanding Cross-Disciplinary Dialogue, Public Relations Staff Writer, NIH, Leadership, Bellevue University, The Office of International Science and Engineering, NAS, Organizational Development, FISCAL & FACILITY MANAGEMENT, Available NIH Biomedical Working Group, the University of Nebraska-Lincoln Research Fair, the National Science
Foundation, Brown University
Providence, the National Institutes of Health, Perspective on Core Competencies, Project Management, Collection, Community Relations, Liaison, National Research Data
Institute, Pipeline, Federal Initiatives, Howard University, National Academies Committee on Responsible Science: Ensuring, Board, FISCAL MANAGEMENT Oversaw, The Future of STEM Graduate Education, Supervised Office of Public Relations, EDITOR, Arkansas Science & Technology Authority, Skills
Marketing, the National Science
Foundation's, Stanford University, The Division of Biological Infrastructure, Society and Association Effort, The NPA Core Competencies, Graduate Program, the New York Times, Accountant, Customer Service, Established Foundation, ASN, The National Postdoctoral Association Core
Competencies, the National Children's, The State of the
, Summer Institute, the National Children's Alliance, Content
Management Systems, Morningside College, the National Institute on Drug
Abuse, NCES, Environmental Protection Agency, Co-Owner/Manager, AIR)/NSF/National Center for Educational Statistics, S-STEM, CHE, Content Management, Human Resources, Postdoctoral Associates, Annual Institute of Postdoctoral Preparation, Alliance
Publications, Generally Accepted Accounting Principles, Oversaw Office of Foundation, Grant Development, Personnel Management, PERSONNEL MANAGEMENT, the European Open Science Forum, Time Management, Leadership
 
Bellevue University
 
M.A., Program Management, the Postdoctoral Community Workshop, Postdoctoral, CA, Marketing Research, University of Virginia, The National Academies, Association of Institutional Research, Budgets, Current
 
Company Name, Biomedical Science and Translational Medicine, Procurement, Recruitment, COMMUNITY, Professional Affiliations, Site Design, Statistics, STEM, the Academic
Career Pipeline, Incorporating Core Competencies, Microsoft Word, Internal Communications, PROGRAM DEVELOPMENT Working, Foothills Child Advocacy Center: Proposal for Action",19072267,PUBLIC-RELATIONS
"Request for Quotation (RFQ, Product Reviewers, Request for Qualifications (RFQ, Request for Proposals, Reviews","Social Media, Content Writers, Project Schedules, ITB, PR Professionals, Land Rover, Skills
Management and Operational Leadership
Critical Thinking and Problem Solving
Networking, Business Development, Marketing & Business Development, EWF, Project Management
 
05/2009
 
New Jersey Institute Of Technology
 
- 
City
Bachelor of Science
 
: 
Computer Science
 
, Reviews, Goods & Services, Data Analytics, HQ Supply Team, Procurement
 
United Nations, Magazine, Management Team, Stakeholder Relations
Detail-Oriented, Salem University, Professional Summary, 10/2020
 
Company Name, Digital Marketers, Mercedes-Benz, Samsung, Media Events, Finalizes Purchase Orders, Cost Estimates, Collaborate, Visual Designers, Digital Marketing Services, RFP, Press Conferences, Establishing &, Ford, Reports
Social Media Strategy, First & Only, Financial Rules and Regulations and Procurement Guidelines, Expression of Interest, the Print
Magazine, UN Examinations, PR & Digital Marketing Professional, Integrated Public Relations, 12/2016
 
Company Name, Operation and Management of the Agency, University Of Distance Education, Attending Shows & Fairs, International Standard, State, 12/2013
 
Company Name, Contracts",19497420,PUBLIC-RELATIONS
"Economics; Personal Finance, MS Dept. of, Photoshop","National Incident Management System, Novicevic, COLLEGE ADVANCEMENT & PUBLIC RELATIONS
Executive Profile, Cleveland/Bolivar County Crime, The Staff Appreciation Fund, GPA Overall, The Emergency Student Support Fund, Generally Accepted Accounting Principles, Muse, Transportation, Delta Human Resource Management Association
 Â 
Council for Advancement & Support of Education
 
, Professional Experience
Company Name, Student Council Advisor, Board of Directors, Single Resources, BBA
 
:
 
Management and Marketing
 
, the Chief Advancement & Chief Communications, Microsoft Office Programs, the Incident Command System, ICS, Institutional Advancement
Experience, Cabinet, Smothers, LPA, Business Law for College Credit, FEMA Certified IS-00800.b, The School Support Fund, National Response Framework, Blackbaud, FindWealth, Initial Action Incident, College Public Relations Association of Mississippi, Delta State University Alumni & Foundation, Certifications
Local Project Agency, The Raiser's Edge Fundraising Software, International Business (Graduate Level Team, Delta State University, Mississippi Delta Community College Alumni & Foundation, Mississippi Delta Community College, College, The Journal of Applied Management and Entrepreneurship
 , Delta State University College of Education, Community Service
Curriculum Committee Adviser, Company Name
 
City
 
, the Mississippi Community College Leadership Academy, the MDCC Alumni & Foundation, GPA Major
Doctor of Education Degree, the MDCC Alumni & Foundation, Inc., Skills
Personal
Effective, Wealthengine, Ellucian, Inc., Project Development Management, Principles of Management (Undergraduate Level, School Newspaper Advisor, College Advancement & Public Relations 
, University, QuickBooks, FEMA Certified, the Council for Advancement & Support of Education, State
 
Adjunct Instructor
 
08/2006
 
, Journal of Management History
 , College Advancement, The Corporate Scholarship Program, Delta Center for Community and Economic Development, State, Advanced Computer, the Athletic Improvement Fund",19503224,PUBLIC-RELATIONS
Relay For Life,"the Public Relations Student Society of America, State
  Public Relations, University College Peer, The Top 10 Emerging Technologies, the University of Rhode Island, Cancer, Bachelor of Arts
 
: 
Public Relations, Queensland University of Technology
 
- 
City
 
AustraLearn Study Abroad Program, Professional Summary
Skills, P.R.O. - Public Relations Organization, American Cancer Society, MIT, University
College Peer Advisor Program, Technology Review's, the Student Programming Handbook, Programming, English
 
University of Rhode Island
 
- 
City
 
, Undergraduate Writing Consultants Program, Event Coordinator Intern
 
Company Name",19558834,PUBLIC-RELATIONS
YouTube,"Business Marketing
 
, Additional Information
Philanthropy Chair, Highlights
Excellent, Gorkana, Coordinated, Microsoft Office, Marketing and Public Relations Intern
 
, Social Media Intern, Factiva, Cision, Project, Marketing Coordinator, Desktop Publishing Software, Photoshop, Pinterest, Club Name] ClubCoursework, Current
 
Company Name",19929506,PUBLIC-RELATIONS
"09/2010
 
, Excel, Photoshop","Time, Adobe Illustrator, Google, CAD, First Fashion Night Out, Labor, Business Administration, Adobe Illustrator
, Calendar Management, Articulate, Customer, Highlights
Microsoft Office, Google Alerts, 01/2011
Technical Design Intern
 
Company Name
 
- Attending, Fashion Merchandising
 
, MS Office",20470943,PUBLIC-RELATIONS
"Photoshop, PowerPoint, Excel, Academic Achievement Award
Highlights
Advanced MS Office Suite","Social Media, Georgia Perimeter College
Student, Design, Marketing Materials, Languages
Fluent, Schedule, PowerPoint Presentations, State
 
Marketing Assistant
 
01/2012
 
, Letters, Microsoft Excel, Multilingual,Networking Events, Adobe, Telephone Skills, Time Management, Client
Relations, Customer Service, Coursework in Business, Communications and Advertising
Associate of Arts
 
:
 
, Presentation Skills, Coordinated, Microsoft Office, InDesign, Illustrator, Mercer University, Microsoft Word, Hodac, Press Releases, InDesign, Media",20966771,PUBLIC-RELATIONS
"Twitter, Excel","Journalism Public Relations
 
, Event Management, Coordinated, Microsoft Office, INDIANA UNIVERSITY-PURDUE UNIVERSITY INDIANAPOLIS, PowerPoint, State
 
Journalism Public Relations
Certificate in Event Management
Skills, State
Wrote, Current
 
Company Name, Coordinator of Internal Marketing",21297828,PUBLIC-RELATIONS
